Data;Período;Produto;Qtd
01/09/2026;Noite;Espetinho de carne;8
01/09/2026;Noite;Frango assado;1
01/09/2026;Noite;Frango temperado;0
01/09/2026;Noite;Hambúrguer artesanal;2
01/09/2026;Noite;Kafta;2
01/09/2026;Noite;Lasanha;0
01/09/2026;Noite;Linguiça artesanal;5
01/09/2026;Noite;Macarrão à bolonhesa;2
01/09/2026;Noite;Maki;3
01/09/2026;Noite;Marmita de arroz e feijão;1
01/09/2026;Noite;Pudim;2
01/09/2026;Noite;Purê de batata;4
01/09/2026;Noite;Pão de queijo;1
01/09/2026;Noite;Pão francês;1
01/09/2026;Noite;Sashimi;0
01/09/2026;Noite;Sushi;6
01/09/2026;Noite;Temaki;7
01/09/2026;Noite;Torta de limão;1
02/09/2026;Manhã;Beijinho;4
02/09/2026;Manhã;Bolo de chocolate;3
02/09/2026;Manhã;Brigadeiro;5
02/09/2026;Manhã;Ceviche;5
02/09/2026;Manhã;Coxinha;5
02/09/2026;Manhã;Croissant;2
02/09/2026;Manhã;Enroladinho de presunto e queijo;0
02/09/2026;Manhã;Espetinho de carne;0
02/09/2026;Manhã;Frango assado;1
02/09/2026;Manhã;Frango temperado;1
02/09/2026;Manhã;Hambúrguer artesanal;0
02/09/2026;Manhã;Kafta;1
02/09/2026;Manhã;Lasanha;0
02/09/2026;Manhã;Linguiça artesanal;1
02/09/2026;Manhã;Macarrão à bolonhesa;0
02/09/2026;Manhã;Maki;1
02/09/2026;Manhã;Marmita de arroz e feijão;0
02/09/2026;Manhã;Pudim;6
02/09/2026;Manhã;Purê de batata;1
02/09/2026;Manhã;Pão de queijo;2
02/09/2026;Manhã;Pão francês;5
02/09/2026;Manhã;Sashimi;1
02/09/2026;Manhã;Sushi;2
02/09/2026;Manhã;Temaki;4
02/09/2026;Manhã;Torta de limão;3
02/09/2026;Tarde;Beijinho;1
02/09/2026;Tarde;Bolo de chocolate;0
02/09/2026;Tarde;Brigadeiro;3
02/09/2026;Tarde;Ceviche;2
02/09/2026;Tarde;Coxinha;2
02/09/2026;Tarde;Croissant;1
02/09/2026;Tarde;Enroladinho de presunto e queijo;3
02/09/2026;Tarde;Espetinho de carne;1
02/09/2026;Tarde;Frango assado;0
02/09/2026;Tarde;Frango temperado;1
02/09/2026;Tarde;Hambúrguer artesanal;3
02/09/2026;Tarde;Kafta;2
02/09/2026;Tarde;Lasanha;4
02/09/2026;Tarde;Linguiça artesanal;0
02/09/2026;Tarde;Macarrão à bolonhesa;0
02/09/2026;Tarde;Maki;0
02/09/2026;Tarde;Marmita de arroz e feijão;0
02/09/2026;Tarde;Pudim;2
02/09/2026;Tarde;Purê de batata;1
02/09/2026;Tarde;Pão de queijo;2
02/09/2026;Tarde;Pão francês;5
02/09/2026;Tarde;Sashimi;4
02/09/2026;Tarde;Sushi;5
02/09/2026;Tarde;Temaki;4
02/09/2026;Tarde;Torta de limão;4
02/09/2026;Noite;Beijinho;2
02/09/2026;Noite;Bolo de chocolate;5
02/09/2026;Noite;Brigadeiro;5
02/09/2026;Noite;Ceviche;3
02/09/2026;Noite;Coxinha;2
02/09/2026;Noite;Croissant;0
02/09/2026;Noite;Enroladinho de presunto e queijo;2
02/09/2026;Noite;Espetinho de carne;0
02/09/2026;Noite;Frango assado;1
02/09/2026;Noite;Frango temperado;2
02/09/2026;Noite;Hambúrguer artesanal;0
02/09/2026;Noite;Kafta;4
02/09/2026;Noite;Lasanha;2
02/09/2026;Noite;Linguiça artesanal;0
02/09/2026;Noite;Macarrão à bolonhesa;2
02/09/2026;Noite;Maki;3
02/09/2026;Noite;Marmita de arroz e feijão;1
02/09/2026;Noite;Pudim;1
02/09/2026;Noite;Purê de batata;2
02/09/2026;Noite;Pão de queijo;2
02/09/2026;Noite;Pão francês;1
02/09/2026;Noite;Sashimi;3
02/09/2026;Noite;Sushi;7
02/09/2026;Noite;Temaki;5
02/09/2026;Noite;Torta de limão;5
03/09/2026;Manhã;Beijinho;2
03/09/2026;Manhã;Bolo de chocolate;1
03/09/2026;Manhã;Brigadeiro;7
03/09/2026;Manhã;Ceviche;5
03/09/2026;Manhã;Coxinha;2
03/09/2026;Manhã;Croissant;0
03/09/2026;Manhã;Enroladinho de presunto e queijo;3
03/09/2026;Manhã;Espetinho de carne;1
03/09/2026;Manhã;Frango assado;3
03/09/2026;Manhã;Frango temperado;0
03/09/2026;Manhã;Hambúrguer artesanal;0
03/09/2026;Manhã;Kafta;0
03/09/2026;Manhã;Lasanha;4
03/09/2026;Manhã;Linguiça artesanal;3
03/09/2026;Manhã;Macarrão à bolonhesa;1
03/09/2026;Manhã;Maki;2
03/09/2026;Manhã;Marmita de arroz e feijão;1
03/09/2026;Manhã;Pudim;1
03/09/2026;Manhã;Purê de batata;1
03/09/2026;Manhã;Pão de queijo;7
03/09/2026;Manhã;Pão francês;0
03/09/2026;Manhã;Sashimi;3
03/09/2026;Manhã;Sushi;0
03/09/2026;Manhã;Temaki;0
03/09/2026;Manhã;Torta de limão;3
03/09/2026;Tarde;Beijinho;5
03/09/2026;Tarde;Bolo de chocolate;5
03/09/2026;Tarde;Brigadeiro;4
03/09/2026;Tarde;Ceviche;1
03/09/2026;Tarde;Coxinha;1
03/09/2026;Tarde;Croissant;0
03/09/2026;Tarde;Enroladinho de presunto e queijo;1
03/09/2026;Tarde;Espetinho de carne;0
03/09/2026;Tarde;Frango assado;3
03/09/2026;Tarde;Frango temperado;1
03/09/2026;Tarde;Hambúrguer artesanal;0
03/09/2026;Tarde;Kafta;0
03/09/2026;Tarde;Lasanha;1
03/09/2026;Tarde;Linguiça artesanal;0
03/09/2026;Tarde;Macarrão à bolonhesa;1
03/09/2026;Tarde;Maki;2
03/09/2026;Tarde;Marmita de arroz e feijão;1
03/09/2026;Tarde;Pudim;2
03/09/2026;Tarde;Purê de batata;2
03/09/2026;Tarde;Pão de queijo;2
03/09/2026;Tarde;Pão francês;1
03/09/2026;Tarde;Sashimi;3
03/09/2026;Tarde;Sushi;2
03/09/2026;Tarde;Temaki;4
03/09/2026;Tarde;Torta de limão;1
03/09/2026;Noite;Beijinho;2
03/09/2026;Noite;Bolo de chocolate;1
03/09/2026;Noite;Brigadeiro;2
03/09/2026;Noite;Ceviche;6
03/09/2026;Noite;Coxinha;3
03/09/2026;Noite;Croissant;0
03/09/2026;Noite;Enroladinho de presunto e queijo;1
03/09/2026;Noite;Espetinho de carne;4
03/09/2026;Noite;Frango assado;0
03/09/2026;Noite;Frango temperado;0
03/09/2026;Noite;Hambúrguer artesanal;1
03/09/2026;Noite;Kafta;1
03/09/2026;Noite;Lasanha;0
03/09/2026;Noite;Linguiça artesanal;2
03/09/2026;Noite;Macarrão à bolonhesa;1
03/09/2026;Noite;Maki;6
03/09/2026;Noite;Marmita de arroz e feijão;0
03/09/2026;Noite;Pudim;5
03/09/2026;Noite;Purê de batata;0
03/09/2026;Noite;Pão de queijo;0
03/09/2026;Noite;Pão francês;1
03/09/2026;Noite;Sashimi;3
03/09/2026;Noite;Sushi;4
03/09/2026;Noite;Temaki;2
03/09/2026;Noite;Torta de limão;4
04/09/2026;Manhã;Beijinho;10
04/09/2026;Manhã;Bolo de chocolate;7
04/09/2026;Manhã;Brigadeiro;10
04/09/2026;Manhã;Ceviche;6
04/09/2026;Manhã;Coxinha;9
04/09/2026;Manhã;Croissant;9
04/09/2026;Manhã;Enroladinho de presunto e queijo;5
04/09/2026;Manhã;Espetinho de carne;4
04/09/2026;Manhã;Frango assado;1
04/09/2026;Manhã;Frango temperado;2
04/09/2026;Manhã;Hambúrguer artesanal;3
04/09/2026;Manhã;Kafta;3
04/09/2026;Manhã;Lasanha;6
04/09/2026;Manhã;Linguiça artesanal;3
04/09/2026;Manhã;Macarrão à bolonhesa;3
04/09/2026;Manhã;Maki;7
04/09/2026;Manhã;Marmita de arroz e feijão;0
04/09/2026;Manhã;Pudim;4
04/09/2026;Manhã;Purê de batata;3
04/09/2026;Manhã;Pão de queijo;9
04/09/2026;Manhã;Pão francês;7
04/09/2026;Manhã;Sashimi;4
04/09/2026;Manhã;Sushi;4
04/09/2026;Manhã;Temaki;2
04/09/2026;Manhã;Torta de limão;7
04/09/2026;Tarde;Beijinho;7
04/09/2026;Tarde;Bolo de chocolate;5
04/09/2026;Tarde;Brigadeiro;4
04/09/2026;Tarde;Ceviche;9
04/09/2026;Tarde;Coxinha;3
04/09/2026;Tarde;Croissant;1
04/09/2026;Tarde;Enroladinho de presunto e queijo;7
04/09/2026;Tarde;Espetinho de carne;5
04/09/2026;Tarde;Frango assado;9
04/09/2026;Tarde;Frango temperado;7
04/09/2026;Tarde;Hambúrguer artesanal;2
04/09/2026;Tarde;Kafta;3
04/09/2026;Tarde;Lasanha;4
04/09/2026;Tarde;Linguiça artesanal;6
04/09/2026;Tarde;Macarrão à bolonhesa;5
04/09/2026;Tarde;Maki;8
04/09/2026;Tarde;Marmita de arroz e feijão;6
04/09/2026;Tarde;Pudim;7
04/09/2026;Tarde;Purê de batata;5
04/09/2026;Tarde;Pão de queijo;6
04/09/2026;Tarde;Pão francês;5
04/09/2026;Tarde;Sashimi;10
04/09/2026;Tarde;Sushi;10
04/09/2026;Tarde;Temaki;7
04/09/2026;Tarde;Torta de limão;6
04/09/2026;Noite;Beijinho;8
04/09/2026;Noite;Bolo de chocolate;10
04/09/2026;Noite;Brigadeiro;5
04/09/2026;Noite;Ceviche;10
04/09/2026;Noite;Coxinha;8
04/09/2026;Noite;Croissant;3
04/09/2026;Noite;Enroladinho de presunto e queijo;6
04/09/2026;Noite;Espetinho de carne;8
04/09/2026;Noite;Frango assado;3
04/09/2026;Noite;Frango temperado;2
04/09/2026;Noite;Hambúrguer artesanal;6
04/09/2026;Noite;Kafta;9
04/09/2026;Noite;Lasanha;2
04/09/2026;Noite;Linguiça artesanal;6
04/09/2026;Noite;Macarrão à bolonhesa;4
04/09/2026;Noite;Maki;10
04/09/2026;Noite;Marmita de arroz e feijão;4
04/09/2026;Noite;Pudim;6
04/09/2026;Noite;Purê de batata;3
04/09/2026;Noite;Pão de queijo;4
04/09/2026;Noite;Pão francês;3
04/09/2026;Noite;Sashimi;10
04/09/2026;Noite;Sushi;10
04/09/2026;Noite;Temaki;10
04/09/2026;Noite;Torta de limão;6
05/09/2026;Manhã;Beijinho;6
05/09/2026;Manhã;Bolo de chocolate;5
05/09/2026;Manhã;Brigadeiro;7
05/09/2026;Manhã;Ceviche;2
05/09/2026;Manhã;Coxinha;8
05/09/2026;Manhã;Croissant;10
05/09/2026;Manhã;Enroladinho de presunto e queijo;3
05/09/2026;Manhã;Espetinho de carne;6
05/09/2026;Manhã;Frango assado;4
05/09/2026;Manhã;Frango temperado;5
05/09/2026;Manhã;Hambúrguer artesanal;3
05/09/2026;Manhã;Kafta;1
05/09/2026;Manhã;Lasanha;4
05/09/2026;Manhã;Linguiça artesanal;1
05/09/2026;Manhã;Macarrão à bolonhesa;6
05/09/2026;Manhã;Maki;2
05/09/2026;Manhã;Marmita de arroz e feijão;5
05/09/2026;Manhã;Pudim;2
05/09/2026;Manhã;Purê de batata;2
05/09/2026;Manhã;Pão de queijo;5
05/09/2026;Manhã;Pão francês;6
05/09/2026;Manhã;Sashimi;3
05/09/2026;Manhã;Sushi;3
05/09/2026;Manhã;Temaki;2
05/09/2026;Manhã;Torta de limão;10
05/09/2026;Tarde;Beijinho;4
05/09/2026;Tarde;Bolo de chocolate;6
05/09/2026;Tarde;Brigadeiro;10
05/09/2026;Tarde;Ceviche;6
05/09/2026;Tarde;Coxinha;6
05/09/2026;Tarde;Croissant;8
05/09/2026;Tarde;Enroladinho de presunto e queijo;7
05/09/2026;Tarde;Espetinho de carne;8
05/09/2026;Tarde;Frango assado;10
05/09/2026;Tarde;Frango temperado;8
05/09/2026;Tarde;Hambúrguer artesanal;6
05/09/2026;Tarde;Kafta;6
05/09/2026;Tarde;Lasanha;10
05/09/2026;Tarde;Linguiça artesanal;4
05/09/2026;Tarde;Macarrão à bolonhesa;10
05/09/2026;Tarde;Maki;3
05/09/2026;Tarde;Marmita de arroz e feijão;2
05/09/2026;Tarde;Pudim;5
05/09/2026;Tarde;Purê de batata;10
05/09/2026;Tarde;Pão de queijo;3
05/09/2026;Tarde;Pão francês;5
05/09/2026;Tarde;Sashimi;10
05/09/2026;Tarde;Sushi;7
05/09/2026;Tarde;Temaki;10
05/09/2026;Tarde;Torta de limão;9
05/09/2026;Noite;Beijinho;6
05/09/2026;Noite;Bolo de chocolate;5
05/09/2026;Noite;Brigadeiro;5
05/09/2026;Noite;Ceviche;9
05/09/2026;Noite;Coxinha;8
05/09/2026;Noite;Croissant;1
05/09/2026;Noite;Enroladinho de presunto e queijo;7
05/09/2026;Noite;Espetinho de carne;10
05/09/2026;Noite;Frango assado;6
05/09/2026;Noite;Frango temperado;3
05/09/2026;Noite;Hambúrguer artesanal;10
05/09/2026;Noite;Kafta;10
05/09/2026;Noite;Lasanha;5
05/09/2026;Noite;Linguiça artesanal;10
05/09/2026;Noite;Macarrão à bolonhesa;8
05/09/2026;Noite;Maki;9
05/09/2026;Noite;Marmita de arroz e feijão;5
05/09/2026;Noite;Pudim;7
05/09/2026;Noite;Purê de batata;3
05/09/2026;Noite;Pão de queijo;3
05/09/2026;Noite;Pão francês;3
05/09/2026;Noite;Sashimi;9
05/09/2026;Noite;Sushi;6
05/09/2026;Noite;Temaki;10
05/09/2026;Noite;Torta de limão;3
06/09/2026;Manhã;Beijinho;8
06/09/2026;Manhã;Bolo de chocolate;8
06/09/2026;Manhã;Brigadeiro;5
06/09/2026;Manhã;Ceviche;6
06/09/2026;Manhã;Coxinha;9
06/09/2026;Manhã;Croissant;10
06/09/2026;Manhã;Enroladinho de presunto e queijo;10
06/09/2026;Manhã;Espetinho de carne;1
06/09/2026;Manhã;Frango assado;6
06/09/2026;Manhã;Frango temperado;4
06/09/2026;Manhã;Hambúrguer artesanal;0
06/09/2026;Manhã;Kafta;2
06/09/2026;Manhã;Lasanha;3
06/09/2026;Manhã;Linguiça artesanal;3
06/09/2026;Manhã;Macarrão à bolonhesa;6
06/09/2026;Manhã;Maki;7
06/09/2026;Manhã;Marmita de arroz e feijão;3
06/09/2026;Manhã;Pudim;10
06/09/2026;Manhã;Purê de batata;5
06/09/2026;Manhã;Pão de queijo;10
06/09/2026;Manhã;Pão francês;8
06/09/2026;Manhã;Sashimi;1
06/09/2026;Manhã;Sushi;7
06/09/2026;Manhã;Temaki;5
06/09/2026;Manhã;Torta de limão;10
06/09/2026;Tarde;Beijinho;8
06/09/2026;Tarde;Bolo de chocolate;6
06/09/2026;Tarde;Brigadeiro;6
06/09/2026;Tarde;Ceviche;5
06/09/2026;Tarde;Coxinha;10
06/09/2026;Tarde;Croissant;5
06/09/2026;Tarde;Enroladinho de presunto e queijo;5
06/09/2026;Tarde;Espetinho de carne;2
06/09/2026;Tarde;Frango assado;9
06/09/2026;Tarde;Frango temperado;10
06/09/2026;Tarde;Hambúrguer artesanal;4
06/09/2026;Tarde;Kafta;7
06/09/2026;Tarde;Lasanha;6
06/09/2026;Tarde;Linguiça artesanal;2
06/09/2026;Tarde;Macarrão à bolonhesa;6
06/09/2026;Tarde;Maki;10
06/09/2026;Tarde;Marmita de arroz e feijão;5
06/09/2026;Tarde;Pudim;9
06/09/2026;Tarde;Purê de batata;8
06/09/2026;Tarde;Pão de queijo;10
06/09/2026;Tarde;Pão francês;8
06/09/2026;Tarde;Sashimi;8
06/09/2026;Tarde;Sushi;10
06/09/2026;Tarde;Temaki;8
06/09/2026;Tarde;Torta de limão;10
06/09/2026;Noite;Beijinho;10
06/09/2026;Noite;Bolo de chocolate;10
06/09/2026;Noite;Brigadeiro;7
06/09/2026;Noite;Ceviche;10
06/09/2026;Noite;Coxinha;10
06/09/2026;Noite;Croissant;3
06/09/2026;Noite;Enroladinho de presunto e queijo;10
06/09/2026;Noite;Espetinho de carne;7
06/09/2026;Noite;Frango assado;8
06/09/2026;Noite;Frango temperado;2
06/09/2026;Noite;Hambúrguer artesanal;7
06/09/2026;Noite;Kafta;10
06/09/2026;Noite;Lasanha;6
06/09/2026;Noite;Linguiça artesanal;10
06/09/2026;Noite;Macarrão à bolonhesa;4
06/09/2026;Noite;Maki;10
06/09/2026;Noite;Marmita de arroz e feijão;3
06/09/2026;Noite;Pudim;9
06/09/2026;Noite;Purê de batata;6
06/09/2026;Noite;Pão de queijo;4
06/09/2026;Noite;Pão francês;5
06/09/2026;Noite;Sashimi;10
06/09/2026;Noite;Sushi;10
06/09/2026;Noite;Temaki;10
06/09/2026;Noite;Torta de limão;4
07/09/2026;Manhã;Beijinho;8
07/09/2026;Manhã;Bolo de chocolate;4
07/09/2026;Manhã;Brigadeiro;9
07/09/2026;Manhã;Ceviche;6
07/09/2026;Manhã;Coxinha;6
07/09/2026;Manhã;Croissant;7
07/09/2026;Manhã;Enroladinho de presunto e queijo;6
07/09/2026;Manhã;Espetinho de carne;2
07/09/2026;Manhã;Frango assado;2
07/09/2026;Manhã;Frango temperado;5
07/09/2026;Manhã;Hambúrguer artesanal;1
07/09/2026;Manhã;Kafta;3
07/09/2026;Manhã;Lasanha;2
07/09/2026;Manhã;Linguiça artesanal;1
07/09/2026;Manhã;Macarrão à bolonhesa;2
07/09/2026;Manhã;Maki;7
07/09/2026;Manhã;Marmita de arroz e feijão;0
07/09/2026;Manhã;Pudim;10
07/09/2026;Manhã;Purê de batata;5
07/09/2026;Manhã;Pão de queijo;10
07/09/2026;Manhã;Pão francês;8
07/09/2026;Manhã;Sashimi;4
07/09/2026;Manhã;Sushi;4
07/09/2026;Manhã;Temaki;6
07/09/2026;Manhã;Torta de limão;7
07/09/2026;Tarde;Beijinho;10
07/09/2026;Tarde;Bolo de chocolate;10
07/09/2026;Tarde;Brigadeiro;10
07/09/2026;Tarde;Ceviche;8
07/09/2026;Tarde;Coxinha;5
07/09/2026;Tarde;Croissant;10
07/09/2026;Tarde;Enroladinho de presunto e queijo;7
07/09/2026;Tarde;Espetinho de carne;2
07/09/2026;Tarde;Frango assado;7
07/09/2026;Tarde;Frango temperado;9
07/09/2026;Tarde;Hambúrguer artesanal;1
07/09/2026;Tarde;Kafta;4
07/09/2026;Tarde;Lasanha;8
07/09/2026;Tarde;Linguiça artesanal;2
07/09/2026;Tarde;Macarrão à bolonhesa;7
07/09/2026;Tarde;Maki;10
07/09/2026;Tarde;Marmita de arroz e feijão;7
07/09/2026;Tarde;Pudim;10
07/09/2026;Tarde;Purê de batata;4
07/09/2026;Tarde;Pão de queijo;4
07/09/2026;Tarde;Pão francês;1
07/09/2026;Tarde;Sashimi;2
07/09/2026;Tarde;Sushi;8
07/09/2026;Tarde;Temaki;9
07/09/2026;Tarde;Torta de limão;10
07/09/2026;Noite;Beijinho;6
07/09/2026;Noite;Bolo de chocolate;7
07/09/2026;Noite;Brigadeiro;9
07/09/2026;Noite;Ceviche;10
07/09/2026;Noite;Coxinha;4
07/09/2026;Noite;Croissant;0
07/09/2026;Noite;Enroladinho de presunto e queijo;4
07/09/2026;Noite;Espetinho de carne;9
07/09/2026;Noite;Frango assado;7
07/09/2026;Noite;Frango temperado;4
07/09/2026;Noite;Hambúrguer artesanal;6
07/09/2026;Noite;Kafta;4
07/09/2026;Noite;Lasanha;1
07/09/2026;Noite;Linguiça artesanal;8
07/09/2026;Noite;Macarrão à bolonhesa;1
07/09/2026;Noite;Maki;10
07/09/2026;Noite;Marmita de arroz e feijão;0
07/09/2026;Noite;Pudim;5
07/09/2026;Noite;Purê de batata;3
07/09/2026;Noite;Pão de queijo;7
07/09/2026;Noite;Pão francês;2
07/09/2026;Noite;Sashimi;10
07/09/2026;Noite;Sushi;10
07/09/2026;Noite;Temaki;10
07/09/2026;Noite;Torta de limão;7
08/09/2026;Manhã;Beijinho;10
08/09/2026;Manhã;Bolo de chocolate;6
08/09/2026;Manhã;Brigadeiro;6
08/09/2026;Manhã;Ceviche;5
08/09/2026;Manhã;Coxinha;4
08/09/2026;Manhã;Croissant;10
08/09/2026;Manhã;Enroladinho de presunto e queijo;6
08/09/2026;Manhã;Espetinho de carne;3
08/09/2026;Manhã;Frango assado;3
08/09/2026;Manhã;Frango temperado;0
08/09/2026;Manhã;Hambúrguer artesanal;1
08/09/2026;Manhã;Kafta;1
08/09/2026;Manhã;Lasanha;2
08/09/2026;Manhã;Linguiça artesanal;3
08/09/2026;Manhã;Macarrão à bolonhesa;0
08/09/2026;Manhã;Maki;5
08/09/2026;Manhã;Marmita de arroz e feijão;4
08/09/2026;Manhã;Pudim;4
08/09/2026;Manhã;Purê de batata;1
08/09/2026;Manhã;Pão de queijo;6
08/09/2026;Manhã;Pão francês;5
08/09/2026;Manhã;Sashimi;2
08/09/2026;Manhã;Sushi;5
08/09/2026;Manhã;Temaki;4
08/09/2026;Manhã;Torta de limão;7
08/09/2026;Tarde;Beijinho;9
08/09/2026;Tarde;Bolo de chocolate;4
08/09/2026;Tarde;Brigadeiro;2
08/09/2026;Tarde;Ceviche;4
08/09/2026;Tarde;Coxinha;1
08/09/2026;Tarde;Croissant;3
08/09/2026;Tarde;Enroladinho de presunto e queijo;6
08/09/2026;Tarde;Espetinho de carne;3
08/09/2026;Tarde;Frango assado;5
08/09/2026;Tarde;Frango temperado;8
08/09/2026;Tarde;Hambúrguer artesanal;2
08/09/2026;Tarde;Kafta;4
08/09/2026;Tarde;Lasanha;3
08/09/2026;Tarde;Linguiça artesanal;4
08/09/2026;Tarde;Macarrão à bolonhesa;6
08/09/2026;Tarde;Maki;7
08/09/2026;Tarde;Marmita de arroz e feijão;3
08/09/2026;Tarde;Pudim;4
08/09/2026;Tarde;Purê de batata;2
08/09/2026;Tarde;Pão de queijo;2
08/09/2026;Tarde;Pão francês;3
08/09/2026;Tarde;Sashimi;10
08/09/2026;Tarde;Sushi;4
08/09/2026;Tarde;Temaki;5
08/09/2026;Tarde;Torta de limão;8
08/09/2026;Noite;Beijinho;3
08/09/2026;Noite;Bolo de chocolate;7
08/09/2026;Noite;Brigadeiro;6
08/09/2026;Noite;Ceviche;6
08/09/2026;Noite;Coxinha;6
08/09/2026;Noite;Croissant;1
08/09/2026;Noite;Enroladinho de presunto e queijo;5
08/09/2026;Noite;Espetinho de carne;1
08/09/2026;Noite;Frango assado;2
08/09/2026;Noite;Frango temperado;3
08/09/2026;Noite;Hambúrguer artesanal;4
08/09/2026;Noite;Kafta;3
08/09/2026;Noite;Lasanha;1
08/09/2026;Noite;Linguiça artesanal;5
08/09/2026;Noite;Macarrão à bolonhesa;6
08/09/2026;Noite;Maki;8
08/09/2026;Noite;Marmita de arroz e feijão;1
08/09/2026;Noite;Pudim;10
08/09/2026;Noite;Purê de batata;3
08/09/2026;Noite;Pão de queijo;3
08/09/2026;Noite;Pão francês;0
08/09/2026;Noite;Sashimi;9
08/09/2026;Noite;Sushi;7
08/09/2026;Noite;Temaki;7
08/09/2026;Noite;Torta de limão;4
09/09/2026;Manhã;Beijinho;7
09/09/2026;Manhã;Bolo de chocolate;10
09/09/2026;Manhã;Brigadeiro;5
09/09/2026;Manhã;Ceviche;2
09/09/2026;Manhã;Coxinha;1
09/09/2026;Manhã;Croissant;10
09/09/2026;Manhã;Enroladinho de presunto e queijo;5
09/09/2026;Manhã;Espetinho de carne;2
09/09/2026;Manhã;Frango assado;0
09/09/2026;Manhã;Frango temperado;0
09/09/2026;Manhã;Hambúrguer artesanal;2
09/09/2026;Manhã;Kafta;2
09/09/2026;Manhã;Lasanha;3
09/09/2026;Manhã;Linguiça artesanal;2
09/09/2026;Manhã;Macarrão à bolonhesa;1
09/09/2026;Manhã;Maki;2
09/09/2026;Manhã;Marmita de arroz e feijão;2
09/09/2026;Manhã;Pudim;5
09/09/2026;Manhã;Purê de batata;2
09/09/2026;Manhã;Pão de queijo;9
09/09/2026;Manhã;Pão francês;10
09/09/2026;Manhã;Sashimi;3
09/09/2026;Manhã;Sushi;3
09/09/2026;Manhã;Temaki;2
09/09/2026;Manhã;Torta de limão;10
09/09/2026;Tarde;Beijinho;10
09/09/2026;Tarde;Bolo de chocolate;5
09/09/2026;Tarde;Brigadeiro;8
09/09/2026;Tarde;Ceviche;7
09/09/2026;Tarde;Coxinha;4
09/09/2026;Tarde;Croissant;7
09/09/2026;Tarde;Enroladinho de presunto e queijo;3
09/09/2026;Tarde;Espetinho de carne;3
09/09/2026;Tarde;Frango assado;4
09/09/2026;Tarde;Frango temperado;3
09/09/2026;Tarde;Hambúrguer artesanal;5
09/09/2026;Tarde;Kafta;2
09/09/2026;Tarde;Lasanha;4
09/09/2026;Tarde;Linguiça artesanal;3
09/09/2026;Tarde;Macarrão à bolonhesa;6
09/09/2026;Tarde;Maki;7
09/09/2026;Tarde;Marmita de arroz e feijão;3
09/09/2026;Tarde;Pudim;4
09/09/2026;Tarde;Purê de batata;6
09/09/2026;Tarde;Pão de queijo;4
09/09/2026;Tarde;Pão francês;7
09/09/2026;Tarde;Sashimi;3
09/09/2026;Tarde;Sushi;7
09/09/2026;Tarde;Temaki;6
09/09/2026;Tarde;Torta de limão;4
09/09/2026;Noite;Beijinho;6
09/09/2026;Noite;Bolo de chocolate;4
09/09/2026;Noite;Brigadeiro;10
09/09/2026;Noite;Ceviche;10
09/09/2026;Noite;Coxinha;3
09/09/2026;Noite;Croissant;3
